month	active_editors	anonymous_edits	mobile-heavy_wiki_active_editors	mobile-heavy_wiki_edits	mobile-heavy_wiki_new_editor_retention	mobile-heavy_wiki_nonbot_edits	mobile_edits	net_new_Commons_content_pages	net_new_Wikidata_entities	net_new_Wikipedia_articles	net_new_content_pages	new_active_editors	new_editor_retention	non_anonymous_edits	other_nonbot_edits	returning_active_editors	revert_rate	total_edits	uploads	wikidata_edits
2008-11-01	92167.0		1515.0	433670.0	0.06881533101	196626.0	0.0	116076.0	0.0	209380.0	588860.0	23241.0	0.06960988869		9006944.0	68926.0	0.2177370924	17308381.0	131074.0	0.0
2008-12-01	90369.0		1527.0	361127.0	0.08030363564	201614.0	0.0	191979.0	0.0	209401.0	565175.0	22123.0	0.07240574637		9129527.0	68246.0	0.1959890822	17404424.0	215137.0	0.0
2009-01-01	97636.0		1603.0	461698.0	0.07245762712	220704.0	0.0	122454.0	0.0	232240.0	493658.0	25120.0	0.06224780719		9822584.0	72516.0	0.2045831068	19785660.0	138515.0	0.0
2009-02-01	92992.0		1577.0	415915.0	0.0678793256399999	213611.0	0.0	124252.0	0.0	220596.0	537769.0	23294.0	0.0684275047399999		9131378.0	69698.0	0.2146009166	17716440.0	138725.0	0.0
2009-03-01	98013.0		1699.0	483701.0	0.0678879310299999	233587.0	0.0	210226.0	0.0	230416.0	670695.0	25048.0	0.07226022575		10167816.0	72965.0	0.2153836897	19904069.0	227220.0	0.0
2009-04-01	92487.0		1716.0	487026.0	0.06181533646	239227.0	0.0	178278.0	0.0	223853.0	724723.0	22428.0	0.0668316054		9394893.0	70059.0	0.1978155736	18141412.0	195132.0	0.0
2009-05-01	95221.0		1851.0	587301.0	0.06473058083	263405.0	0.0	136574.0	0.0	219699.0	641899.0	23356.0	0.06649420332		9839856.0	71865.0	0.1949693474	19741143.0	153478.0	0.0
2009-06-01	93980.0		1664.0	576211.0	0.0563951345399999	246681.0	0.0	151085.0	0.0	200466.0	665038.0	23004.0	0.06704927894		9372719.0	70976.0	0.1875150758	18457575.0	168132.0	0.0
2009-07-01	93609.0		1829.0	671081.0	0.05870513251	259707.0	0.0	156896.0	0.0	222629.0	529932.0	23189.0	0.06216935407		9244137.0	70420.0	0.1775447987	19473262.0	174547.0	0.0
2009-08-01	92927.0		1939.0	629984.0	0.05424200278	254546.0	0.0	158596.0	0.0	236027.0	576590.0	21932.0	0.06410555815		9520318.0	70995.0	0.1753973968	20237075.0	178348.0	0.0
2009-09-01	90237.0		1917.0	534984.0	0.05800532702	270583.0	0.0	124999.0	0.0	212981.0	505672.0	21310.0	0.06846006917		9212000.0	68927.0	0.197251066	18807269.0	142482.0	0.0
2009-10-01	92963.0		1971.0	553570.0	0.0684225594	260200.0	0.0	262844.0	0.0	229307.0	766473.0	23063.0	0.06718826238		9576122.0	69900.0	0.2051102456	19525635.0	281654.0	0.0
2009-11-01	92401.0		1777.0	475521.0	0.05901937046	232769.0	0.0	169184.0	0.0	208757.0	655375.0	22470.0	0.06946879308		9357697.0	69931.0	0.2019957364	18415440.0	186414.0	0.0
2009-12-01	90003.0		1958.0	579591.0	0.05340078696	245895.0	0.0	133393.0	0.0	224894.0	636511.0	20861.0	0.06462627557		9231414.0	69142.0	0.1911280393	18731437.0	152965.0	0.0
2010-01-01	96350.0		1958.0	602312.0	0.0721941992399999	247352.0	0.0	349296.0	0.0	228134.0	731299.0	23803.0	0.05764672192		10072736.0	72547.0	0.1951766467	20186791.0	367435.0	0.0
2010-02-01	91163.0		1861.0	698583.0	0.05625965997	251869.0	0.0	147064.0	0.0	202201.0	545966.0	21951.0	0.06139853181		9257825.0	69212.0	0.2062190821	19275819.0	164327.0	0.0
2010-03-01	96231.0		2103.0	562210.0	0.0540158371	241702.0	0.0	164996.0	0.0	228505.0	725886.0	24182.0	0.0643699551399999		10114674.0	72049.0	0.2104267377	20546561.0	182659.0	0.0
2010-04-01	92282.0		2081.0	671863.0	0.05685084637	255386.0	0.0	196401.0	0.0	251950.0	716540.0	21854.0	0.05968514716		9610770.0	70428.0	0.2051578389	20278495.0	213338.0	0.0
2010-05-01	93684.0		2101.0	594513.0	0.06100646612	273964.0	0.0	188707.0	0.0	254567.0	602736.0	22102.0	0.0598125379299999		9972780.0	71582.0	0.1984199801	20190189.0	206680.0	0.0
2010-06-01	87563.0		2031.0	659188.0	0.0552359033399999	272152.0	0.0	156927.0	0.0	212325.0	532304.0	19615.0	0.05936935525		9304794.0	67948.0	0.1917685589	18846506.0	174148.0	0.0
2010-07-01	85087.0		2063.0	572108.0	0.04792966534	256005.0	0.0	188569.0	0.0	217680.0	672683.0	18745.0	0.05526472732		9308838.0	66342.0	0.1781851553	18133108.0	205417.0	0.0
2010-08-01	86513.0		2145.0	664343.0	0.05451241672	293747.0	0.0	188485.0	0.0	285641.0	776858.0	19286.0	0.0564993589299999		9832905.0	67227.0	0.1783361498	20320220.0	207446.0	0.0
2010-09-01	83742.0		2130.0	709343.0	0.0599205136	286990.0	0.0	189492.0	0.0	221741.0	720559.0	18449.0	0.0599590729899999		9618062.0	65293.0	0.190435925	19875863.0	210222.0	0.0
2010-10-01	85359.0		2069.0	589853.0	0.0594092266799999	259390.0	0.0	183201.0	0.0	234926.0	1012727.0	19429.0	0.06081523705		9644656.0	65930.0	0.2016563169	20370682.0	201361.0	0.0
2010-11-01	85010.0		2003.0	552418.0	0.06668982286	262040.0	0.0	150804.0	0.0	240666.0	1226279.0	19641.0	0.06889799679		9187239.0	65369.0	0.2007637202	19503687.0	167782.0	0.0
2010-12-01	83662.0		2086.0	673227.0	0.05249632893	261034.0	0.0	219984.0	0.0	261160.0	777816.0	18583.0	0.05947250157		9160787.0	65079.0	0.1920869147	19051007.0	238794.0	0.0
2011-01-01	93349.0		2207.0	701075.0	0.05713422007	274184.0	0.0	217786.0	0.0	269089.0	833470.0	22746.0	0.0542866843499999		10424880.0	70603.0	0.1849110491	21366925.0	238358.0	0.0
2011-02-01	88358.0		2203.0	652112.0	0.04486362478	258745.0	0.0	1151532.0	0.0	225297.0	1741725.0	20748.0	0.06202590792		9359215.0	67610.0	0.1829018856	20097225.0	1170363.0	0.0
2011-03-01	91544.0		2381.0	717868.0	0.04727357828	299779.0	0.0	508436.0	0.0	234849.0	1025160.0	22150.0	0.06746297415		9673904.0	69394.0	0.184196396	21611325.0	528846.0	0.0
2011-04-01	87451.0		2136.0	779263.0	0.0546772068499999	272920.0	0.0	182092.0	0.0	269108.0	744070.0	20174.0	0.05922881566		9075369.0	67277.0	0.1784121492	19160497.0	201869.0	0.0
2011-05-01	88244.0		2199.0	743044.0	0.0516983949199999	275075.0	0.0	171721.0	0.0	240639.0	679184.0	20244.0	0.0611997356		9256240.0	68000.0	0.1875314497	18418102.0	192145.0	0.0
2011-06-01	86433.0		2282.0	858191.0	0.0504950495	316064.0	0.0	187386.0	0.0	272086.0	729004.0	19816.0	0.05948532264		9325154.0	66617.0	0.1827663776	18928424.0	207241.0	0.0
2011-07-01	85806.0		2336.0	1018243.0	0.04598737601	298743.0	0.0	184061.0	0.0	318789.0	888573.0	19137.0	0.05483063972		9598382.0	66669.0	0.1573526977	19276482.0	205402.0	0.0
2011-08-01	86273.0		2365.0	889619.0	0.04572864322	305071.0	0.0	211461.0	0.0	221663.0	833427.0	18906.0	0.05495175827		9794504.0	67367.0	0.165281362	20028373.0	236610.0	0.0
2011-09-01	86288.0		2445.0	816217.0	0.04604932058	300689.0	0.0	393411.0	0.0	199457.0	816885.0	20354.0	0.05679991614		9586194.0	65934.0	0.1691813666	19414053.0	414424.0	0.0
2011-10-01	85314.0		2450.0	711641.0	0.04857703631	299456.0	0.0	246487.0	0.0	356306.0	926629.0	19251.0	0.0585859101299999		9596929.0	66063.0	0.1886270185	19724463.0	267649.0	0.0
2011-11-01	84865.0		2421.0	741396.0	0.04340141398	290733.0	0.0	206477.0	0.0	258454.0	790370.0	19264.0	0.06369073903		9523197.0	65601.0	0.1808984458	19837295.0	226467.0	0.0
2011-12-01	84072.0		2567.0	840542.0	0.04942185752	319937.0	0.0	193454.0	0.0	446675.0	1139139.0	18141.0	0.05923658624		9714461.0	65931.0	0.1889493733	21881926.0	211919.0	0.0
2012-01-01	89084.0		2785.0	700670.0	0.04781582054	329767.0	0.0	211205.0	0.0	254930.0	950324.0	20763.0	0.0509026019799999		10544932.0	68321.0	0.1712500756	21573819.0	232154.0	0.0
2012-02-01	85804.0		2507.0	567269.0	0.05021492771	278404.0	0.0	164765.0	0.0	210286.0	797799.0	19560.0	0.05550037705		9864256.0	66244.0	0.1718596093	20038131.0	183849.0	0.0
2012-03-01	85896.0		2561.0	703684.0	0.0436303387299999	292644.0	0.0	219823.0	0.0	275806.0	801407.0	19230.0	0.06180298547		10363589.0	66666.0	0.1661550911	19970035.0	242171.0	0.0
2012-04-01	84295.0		2634.0	715257.0	0.04321728691	277095.0	0.0	196776.0	0.0	218420.0	574219.0	18005.0	0.0604060217399999		10106918.0	66290.0	0.1645824845	20085596.0	216528.0	0.0
2012-05-01	86387.0		2758.0	1033967.0	0.05514639842	293188.0	0.0	236117.0	0.0	239955.0	643543.0	18357.0	0.06944883827		10331032.0	68030.0	0.1732978102	21461243.0	258003.0	0.0
2012-06-01	83252.0		2763.0	852385.0	0.0595963442499999	312500.0	0.0	224818.0	0.0	221239.0	731964.0	17526.0	0.06600748758		9863021.0	65726.0	0.1651896291	19254872.0	245173.0	0.0
2012-07-01	84841.0		2734.0	1015808.0	0.06047904192	316826.0	0.0	226426.0	0.0	310462.0	841903.0	17999.0	0.06286576445		10270746.0	66842.0	0.1570882209	21362405.0	253028.0	0.0
2012-08-01	83386.0		2746.0	892447.0	0.05104501608	316233.0	0.0	232557.0	0.0	288098.0	804049.0	17003.0	0.06549850556		10540497.0	66383.0	0.1594727239	22952819.0	255138.0	0.0
